chapter,chapter_description,block,block_description,code,code_description
XI,Diseases of the digestive system,K20-K31,"Diseases of oesophagus, stomach and duodenum",K27,"Peptic ulcer, site unspecified"
XI,Diseases of the digestive system,K20-K31,"Diseases of oesophagus, stomach and duodenum",K27.0,"Peptic ulcer, site unspecified : acute with haemorrhage"
XI,Diseases of the digestive system,K20-K31,"Diseases of oesophagus, stomach and duodenum",K27.1,"Peptic ulcer, site unspecified : acute with perforation"
XI,Diseases of the digestive system,K20-K31,"Diseases of oesophagus, stomach and duodenum",K27.2,"Peptic ulcer, site unspecified : acute with both haemorrhage and perforation"
XI,Diseases of the digestive system,K20-K31,"Diseases of oesophagus, stomach and duodenum",K27.3,"Peptic ulcer, site unspecified : acute without haemorrhage or perforation"
XI,Diseases of the digestive system,K20-K31,"Diseases of oesophagus, stomach and duodenum",K27.4,"Peptic ulcer, site unspecified : chronic or unspecified with haemorrhage"
XI,Diseases of the digestive system,K20-K31,"Diseases of oesophagus, stomach and duodenum",K27.5,"Peptic ulcer, site unspecified : chronic or unspecified with perforation"
XI,Diseases of the digestive system,K20-K31,"Diseases of oesophagus, stomach and duodenum",K27.6,"Peptic ulcer, site unspecified : chronic or unspecified with both haemorrhage and perforation"
XI,Diseases of the digestive system,K20-K31,"Diseases of oesophagus, stomach and duodenum",K27.7,"Peptic ulcer, site unspecified : chronic without haemorrhage or perforation"
XI,Diseases of the digestive system,K20-K31,"Diseases of oesophagus, stomach and duodenum",K27.9,"Peptic ulcer, site unspecified : unspecified as acute or chronic, without haemorrhage or perforation"
XI,Diseases of the digestive system,K20-K31,"Diseases of oesophagus, stomach and duodenum",K28,Gastrojejunal ulcer
XI,Diseases of the digestive system,K20-K31,"Diseases of oesophagus, stomach and duodenum",K28.0,Gastrojejunal ulcer : acute with haemorrhage
XI,Diseases of the digestive system,K20-K31,"Diseases of oesophagus, stomach and duodenum",K28.1,Gastrojejunal ulcer : acute with perforation
XI,Diseases of the digestive system,K20-K31,"Diseases of oesophagus, stomach and duodenum",K28.2,Gastrojejunal ulcer : acute with both haemorrhage and perforation
XI,Diseases of the digestive system,K20-K31,"Diseases of oesophagus, stomach and duodenum",K28.3,Gastrojejunal ulcer : acute without haemorrhage or perforation
XI,Diseases of the digestive system,K20-K31,"Diseases of oesophagus, stomach and duodenum",K28.4,Gastrojejunal ulcer : chronic or unspecified with haemorrhage
XI,Diseases of the digestive system,K20-K31,"Diseases of oesophagus, stomach and duodenum",K28.5,Gastrojejunal ulcer : chronic or unspecified with perforation
XI,Diseases of the digestive system,K20-K31,"Diseases of oesophagus, stomach and duodenum",K28.6,Gastrojejunal ulcer : chronic or unspecified with both haemorrhage and perforation
XI,Diseases of the digestive system,K20-K31,"Diseases of oesophagus, stomach and duodenum",K28.7,Gastrojejunal ulcer : chronic without haemorrhage or perforation
XI,Diseases of the digestive system,K20-K31,"Diseases of oesophagus, stomach and duodenum",K28.9,"Gastrojejunal ulcer : unspecified as acute or chronic, without haemorrhage or perforation"
XI,Diseases of the digestive system,K20-K31,"Diseases of oesophagus, stomach and duodenum",K29,Gastritis and duodenitis
XI,Diseases of the digestive system,K20-K31,"Diseases of oesophagus, stomach and duodenum",K29.0,Acute haemorrhagic gastritis
XI,Diseases of the digestive system,K20-K31,"Diseases of oesophagus, stomach and duodenum",K29.1,Other acute gastritis
XI,Diseases of the digestive system,K20-K31,"Diseases of oesophagus, stomach and duodenum",K29.2,Alcoholic gastritis
XI,Diseases of the digestive system,K20-K31,"Diseases of oesophagus, stomach and duodenum",K29.3,Chronic superficial gastritis
XI,Diseases of the digestive system,K20-K31,"Diseases of oesophagus, stomach and duodenum",K29.4,Chronic atrophic gastritis
XI,Diseases of the digestive system,K20-K31,"Diseases of oesophagus, stomach and duodenum",K29.5,"Chronic gastritis, unspecified"
XI,Diseases of the digestive system,K20-K31,"Diseases of oesophagus, stomach and duodenum",K29.6,Other gastritis
XI,Diseases of the digestive system,K20-K31,"Diseases of oesophagus, stomach and duodenum",K29.7,"Gastritis, unspecified"
XI,Diseases of the digestive system,K20-K31,"Diseases of oesophagus, stomach and duodenum",K29.8,Duodenitis
XI,Diseases of the digestive system,K20-K31,"Diseases of oesophagus, stomach and duodenum",K29.9,"Gastroduodenitis, unspecified"
XI,Diseases of the digestive system,K20-K31,"Diseases of oesophagus, stomach and duodenum",K30,Functional dyspepsia
XI,Diseases of the digestive system,K20-K31,"Diseases of oesophagus, stomach and duodenum",K31,Other diseases of stomach and duodenum
XI,Diseases of the digestive system,K20-K31,"Diseases of oesophagus, stomach and duodenum",K31.0,Acute dilatation of stomach
XI,Diseases of the digestive system,K20-K31,"Diseases of oesophagus, stomach and duodenum",K31.1,Adult hypertrophic pyloric stenosis
XI,Diseases of the digestive system,K20-K31,"Diseases of oesophagus, stomach and duodenum",K31.2,Hourglass stricture and stenosis of stomach
XI,Diseases of the digestive system,K20-K31,"Diseases of oesophagus, stomach and duodenum",K31.3,"Pylorospasm, not elsewhere classified"
XI,Diseases of the digestive system,K20-K31,"Diseases of oesophagus, stomach and duodenum",K31.4,Gastric diverticulum
XI,Diseases of the digestive system,K20-K31,"Diseases of oesophagus, stomach and duodenum",K31.5,Obstruction of duodenum
XI,Diseases of the digestive system,K20-K31,"Diseases of oesophagus, stomach and duodenum",K31.6,Fistula of stomach and duodenum
XI,Diseases of the digestive system,K20-K31,"Diseases of oesophagus, stomach and duodenum",K31.7,Polyp of stomach and duodenum
XI,Diseases of the digestive system,K20-K31,"Diseases of oesophagus, stomach and duodenum",K31.8,Other specified diseases of stomach and duodenum
XI,Diseases of the digestive system,K20-K31,"Diseases of oesophagus, stomach and duodenum",K31.9,"Disease of stomach and duodenum, unspecified"
XI,Diseases of the digestive system,K35-K38,Diseases of appendix,K35,Acute appendicitis
XI,Diseases of the digestive system,K35-K38,Diseases of appendix,K35.2,Acute appendicitis with generalized peritonitis
XI,Diseases of the digestive system,K35-K38,Diseases of appendix,K35.3,Acute appendicitis with localized peritonitis
XI,Diseases of the digestive system,K35-K38,Diseases of appendix,K35.8,"Acute appendicitis, other and unspecified"
XI,Diseases of the digestive system,K35-K38,Diseases of appendix,K36,Other appendicitis
XI,Diseases of the digestive system,K35-K38,Diseases of appendix,K37,Unspecified appendicitis
XI,Diseases of the digestive system,K35-K38,Diseases of appendix,K38,Other diseases of appendix
XI,Diseases of the digestive system,K35-K38,Diseases of appendix,K38.0,Hyperplasia of appendix
XI,Diseases of the digestive system,K35-K38,Diseases of appendix,K38.1,Appendicular concretions
XI,Diseases of the digestive system,K35-K38,Diseases of appendix,K38.2,Diverticulum of appendix
XI,Diseases of the digestive system,K35-K38,Diseases of appendix,K38.3,Fistula of appendix
XI,Diseases of the digestive system,K35-K38,Diseases of appendix,K38.8,Other specified diseases of appendix
XI,Diseases of the digestive system,K35-K38,Diseases of appendix,K38.9,"Disease of appendix, unspecified"
XI,Diseases of the digestive system,K40-K46,Hernia,K40,Inguinal hernia
XI,Diseases of the digestive system,K40-K46,Hernia,K40.0,"Bilateral inguinal hernia, with obstruction, without gangrene"
XI,Diseases of the digestive system,K40-K46,Hernia,K40.1,"Bilateral inguinal hernia, with gangrene"
XI,Diseases of the digestive system,K40-K46,Hernia,K40.2,"Bilateral inguinal hernia, without obstruction or gangrene"
XI,Diseases of the digestive system,K40-K46,Hernia,K40.3,"Unilateral or unspecified inguinal hernia, with obstruction, without gangrene"
XI,Diseases of the digestive system,K40-K46,Hernia,K40.4,"Unilateral or unspecified inguinal hernia, with gangrene"
XI,Diseases of the digestive system,K40-K46,Hernia,K40.9,"Unilateral or unspecified inguinal hernia, without obstruction or gangrene"
XI,Diseases of the digestive system,K40-K46,Hernia,K41,Femoral hernia
XI,Diseases of the digestive system,K40-K46,Hernia,K41.0,"Bilateral femoral hernia, with obstruction, without gangrene"
XI,Diseases of the digestive system,K40-K46,Hernia,K41.1,"Bilateral femoral hernia, with gangrene"
XI,Diseases of the digestive system,K40-K46,Hernia,K41.2,"Bilateral femoral hernia, without obstruction or gangrene"
XI,Diseases of the digestive system,K40-K46,Hernia,K41.3,"Unilateral or unspecified femoral hernia, with obstruction, without gangrene"
XI,Diseases of the digestive system,K40-K46,Hernia,K41.4,"Unilateral or unspecified femoral hernia, with gangrene"
XI,Diseases of the digestive system,K40-K46,Hernia,K41.9,"Unilateral or unspecified femoral hernia, without obstruction or gangrene"
XI,Diseases of the digestive system,K40-K46,Hernia,K42,Umbilical hernia
XI,Diseases of the digestive system,K40-K46,Hernia,K42.0,"Umbilical hernia with obstruction, without gangrene"
XI,Diseases of the digestive system,K40-K46,Hernia,K42.1,Umbilical hernia with gangrene
XI,Diseases of the digestive system,K40-K46,Hernia,K42.9,Umbilical hernia without obstruction or gangrene
XI,Diseases of the digestive system,K40-K46,Hernia,K43,Ventral hernia
XI,Diseases of the digestive system,K40-K46,Hernia,K43.0,"Incisional hernia with obstruction, without gangrene"
XI,Diseases of the digestive system,K40-K46,Hernia,K43.1,Incisional hernia with gangrene
XI,Diseases of the digestive system,K40-K46,Hernia,K43.2,Incisional hernia without obstruction or gangrene
XI,Diseases of the digestive system,K40-K46,Hernia,K43.3,"Parastomal hernia with obstruction, without gangrene"
XI,Diseases of the digestive system,K40-K46,Hernia,K43.4,Parastomal hernia with gangrene
XI,Diseases of the digestive system,K40-K46,Hernia,K43.5,Parastomal hernia without obstruction or gangrene
XI,Diseases of the digestive system,K40-K46,Hernia,K43.6,Other and unspecified ventral hernia with obstruction without gangrene
XI,Diseases of the digestive system,K40-K46,Hernia,K43.7,Other and unspecified ventral hernia with gangrene
XI,Diseases of the digestive system,K40-K46,Hernia,K43.9,Other and unspecified ventral hernia without obstruction or gangrene
XI,Diseases of the digestive system,K40-K46,Hernia,K44,Diaphragmatic hernia
XI,Diseases of the digestive system,K40-K46,Hernia,K44.0,"Diaphragmatic hernia with obstruction, without gangrene"
XI,Diseases of the digestive system,K40-K46,Hernia,K44.1,Diaphragmatic hernia with gangrene
XI,Diseases of the digestive system,K40-K46,Hernia,K44.9,Diaphragmatic hernia without obstruction or gangrene
XI,Diseases of the digestive system,K40-K46,Hernia,K45,Other abdominal hernia
XI,Diseases of the digestive system,K40-K46,Hernia,K45.0,"Other specified abdominal hernia with obstruction, without gangrene"
XI,Diseases of the digestive system,K40-K46,Hernia,K45.1,Other specified abdominal hernia with gangrene
XI,Diseases of the digestive system,K40-K46,Hernia,K45.8,Other specified abdominal hernia without obstruction or gangrene
XI,Diseases of the digestive system,K40-K46,Hernia,K46,Unspecified abdominal hernia
XI,Diseases of the digestive system,K40-K46,Hernia,K46.0,"Unspecified abdominal hernia with obstruction, without gangrene"
XI,Diseases of the digestive system,K40-K46,Hernia,K46.1,Unspecified abdominal hernia with gangrene
XI,Diseases of the digestive system,K40-K46,Hernia,K46.9,Unspecified abdominal hernia without obstruction or gangrene
XI,Diseases of the digestive system,K50-K52,Noninfective enteritis and colitis,K50,Crohn disease [regional enteritis]
XI,Diseases of the digestive system,K50-K52,Noninfective enteritis and colitis,K50.0,Crohn disease of small intestine
XI,Diseases of the digestive system,K50-K52,Noninfective enteritis and colitis,K50.1,Crohn disease of large intestine
XI,Diseases of the digestive system,K50-K52,Noninfective enteritis and colitis,K50.8,Other Crohn disease
XI,Diseases of the digestive system,K50-K52,Noninfective enteritis and colitis,K50.9,"Crohn disease, unspecified"
XI,Diseases of the digestive system,K50-K52,Noninfective enteritis and colitis,K51,Ulcerative colitis
XI,Diseases of the digestive system,K50-K52,Noninfective enteritis and colitis,K51.0,Ulcerative (chronic) pancolitis
XI,Diseases of the digestive system,K50-K52,Noninfective enteritis and colitis,K51.2,Ulcerative (chronic) proctitis
XI,Diseases of the digestive system,K50-K52,Noninfective enteritis and colitis,K51.3,Ulcerative (chronic) rectosigmoiditis
XI,Diseases of the digestive system,K50-K52,Noninfective enteritis and colitis,K51.4,Inflammatory polyps
XI,Diseases of the digestive system,K50-K52,Noninfective enteritis and colitis,K51.5,Left sided colitis
XI,Diseases of the digestive system,K50-K52,Noninfective enteritis and colitis,K51.8,Other ulcerative colitis
XI,Diseases of the digestive system,K50-K52,Noninfective enteritis and colitis,K51.9,"Ulcerative colitis, unspecified"
XI,Diseases of the digestive system,K50-K52,Noninfective enteritis and colitis,K52,Other noninfective gastroenteritis and colitis
XI,Diseases of the digestive system,K50-K52,Noninfective enteritis and colitis,K52.0,Gastroenteritis and colitis due to radiation
